title,Cumulative Worldwide Gross,Budget,Opening Weekend United States,rating,runtimes,votes,aspect ratio
Lara Croft Tomb Raider: The Cradle of Life (2003),156505388.0,95000000.0,21783641.0,5.5,117,126031.0,2.39
Seabiscuit (2003),148336445.0,87000000.0,20854735.0,7.3,140,64555.0,2.39
Spy Kids 3-D: Game Over (2003),197011982.0,38000000.0,33417739.0,4.2,84,52100.0,1.85
American Wedding (2003),231449203.0,55000000.0,33369440.0,6.3,96,187946.0,2.39
Freaky Friday (2003),160846332.0,26000000.0,22203007.0,6.1,97,119445.0,1.85
S.W.A.T. (2003),207725639.0,80000000.0,37062535.0,6.0,117,134309.0,2.39
Open Range (2003),68613992.0,22000000.0,14047781.0,7.4,139,64230.0,2.35
Agent Cody Banks (2003),10695398.0,26000000.0,14064317.0,5.0,102,31780.0,2.39
Tremors (1990),48572000.0,11000000.0,3731520.0,7.1,96,113607.0,1.85
Commando (1985),22391000.0,10000000.0,7700015.0,6.7,90,139836.0,1.85
My Boss's Daughter (2003),18191005.0,14000000.0,4855798.0,4.7,86,27529.0,1.85
Jeepers Creepers 2 (2003),8228755.0,17000000.0,18365222.0,5.6,104,56109.0,2.35
Cabin Fever (2002),30553394.0,1500000.0,8633585.0,5.7,93,71846.0,2.39
Matchstick Men (2003),28659212.0,62000000.0,13087307.0,7.3,116,120395.0,2.35
Once Upon a Time in Mexico (2003),98185582.0,29000000.0,23424118.0,6.4,102,149304.0,1.78
Lost in Translation (2003),119723856.0,4000000.0,925087.0,7.7,102,391291.0,1.85
Day of the Dead (1985),34000000.0,3500000.0,1700000.0,7.2,96,60441.0,1.85
Anything Else (2003),13575809.0,18000000.0,1673125.0,6.4,108,28857.0,2.35
Underworld (2003),95708457.0,22000000.0,21753759.0,7.0,121,245346.0,2.35
The Rundown (2003),80916492.0,85000000.0,18533765.0,6.7,104,98222.0,2.35
Under the Tuscan Sun (2003),58878723.0,18000000.0,9751425.0,6.8,113,44913.0,1.85
Beethoven's 2nd (1993),118154166.0,15000000.0,6017225.0,4.9,89,24657.0,1.85
Sleeping with the Enemy (1991),174999005.0,19000000.0,13777943.0,6.3,99,47498.0,1.85
School of Rock (2003),131282949.0,35000000.0,19622714.0,7.1,109,255437.0,1.85
Mystic River (2003),156822020.0,25000000.0,640815.0,7.9,138,402013.0,2.39
Intolerable Cruelty (2003),120217409.0,60000000.0,12525075.0,6.2,100,87726.0,1.85
Kill Bill: Vol. 1 (2003),180949045.0,30000000.0,22089322.0,8.1,111,952247.0,2.39
Runaway Jury (2003),80154140.0,60000000.0,11836705.0,7.1,127,87837.0,2.35
The Texas Chainsaw Massacre (2003),26500000.0,9200000.0,28094014.0,6.2,98,126261.0,1.85
Pieces of April (2003),743364.0,300000.0,48422.0,7.0,80,19693.0,1.85
Scary Movie 3 (2003),220673217.0,48000000.0,48113770.0,5.5,84,132694.0,1.85
Tierra de osos (2003),250397798.0,128000000.0,291940.0,6.8,85,91453.0,1.66
Elephant (2003),10020543.0,3000000.0,93356.0,7.2,81,82817.0,1.85
Shattered Glass (2003),724744.0,6000000.0,77540.0,7.1,94,32230.0,2.35
The Matrix Revolutions (2003),427343298.0,150000000.0,48475154.0,6.8,129,430285.0,2.39
Elf (2003),47044933.0,33000000.0,31113501.0,6.9,97,207916.0,1.85
Master and Commander: The Far Side of the World (2003),212011111.0,150000000.0,25105990.0,7.4,138,194495.0,2.39
The Cat in the Hat (2003),133960541.0,109000000.0,38329160.0,3.9,82,48971.0,1.85
Gothika (2003),81896744.0,40000000.0,19288438.0,5.8,98,103191.0,1.85
21 Grams (2003),60427839.0,20000000.0,274454.0,7.7,124,217848.0,1.85
The Haunted Mansion (2003),182290266.0,90000000.0,24278410.0,5.0,88,40005.0,2.39
Timeline (2003),24453820.0,80000000.0,8440629.0,5.6,116,58737.0,2.35
Kindergarten Cop (1990),201957688.0,26000000.0,7918560.0,6.1,111,130335.0,1.85
Presumed Innocent (1990),221300000.0,22000000.0,11718981.0,6.9,127,35814.0,1.85
The Secret of My Success (1987),110996879.0,12000000.0,7766452.0,6.5,111,28123.0,1.85
Nothing to Lose (1997),21000000.0,25000000.0,11617767.0,6.7,98,42492.0,1.85
Dragnet (1987),66673516.0,20000000.0,10542669.0,6.0,106,30458.0,1.85
Honey (2003),62682926.0,18000000.0,12856040.0,5.4,94,42147.0,1.85
The Last Samurai (2003),456758981.0,140000000.0,24271354.0,7.7,154,382924.0,2.35
Big Fish (2003),122919055.0,70000000.0,207377.0,8.0,125,400732.0,1.37
Something's Gotta Give (2003),266728738.0,80000000.0,16064723.0,6.7,128,107303.0,1.85
Stuck on You (2003),65784503.0,55000000.0,9411055.0,5.7,118,49934.0,2.39
Mona Lisa Smile (2003),141337989.0,65000000.0,11528498.0,6.5,117,74773.0,1.85
Cheaper by the Dozen (2003),190212113.0,40000000.0,27557647.0,5.9,98,89974.0,1.85
Paycheck (2003),96269812.0,60000000.0,13462374.0,6.3,119,100057.0,2.39
Along Came Polly (2004),171963386.0,42000000.0,32450825.0,6.0,90,121989.0,1.85
Torque (2004),46546197.0,40000000.0,11442203.0,4.1,84,26395.0,2.35
The Butterfly Effect (2004),38122165.0,13000000.0,17065227.0,7.6,113,435504.0,1.85
Win a Date with Tad Hamilton! (2004),3794208.0,24000000.0,7320066.0,5.6,95,25845.0,2.35
Barbershop 2: Back in Business (2004),65971313.0,18000000.0,24241612.0,5.7,106,13807.0,1.85
50 First Dates (2004),196485100.0,75000000.0,45107871.0,6.8,99,314077.0,2.35
Against the Ropes (2004),6614280.0,39000000.0,3038546.0,5.3,110,6590.0,2.35
The Passion of the Christ (2004),611899420.0,30000000.0,83848082.0,7.1,127,205937.0,2.39
Dirty Dancing: Havana Nights (2004),27685016.0,25000000.0,5811325.0,6.0,86,25897.0,1.85
Hidalgo (2004),40800000.0,100000000.0,18829435.0,6.7,136,75392.0,2.35
Starsky & Hutch (2004),170268750.0,60000000.0,28103367.0,6.1,101,134941.0,2.35
Secret Window (2004),92913171.0,40000000.0,18237568.0,6.6,96,175375.0,2.35
Dawn of the Dead (2004),43335424.0,26000000.0,26722575.0,7.3,101,226661.0,2.35
Eternal Sunshine of the Spotless Mind (2004),73169222.0,20000000.0,8175198.0,8.3,108,863310.0,1.85
Taking Lives (2004),65470529.0,45000000.0,11458465.0,6.2,103,77460.0,2.35
The Ladykillers (2004),76747441.0,35000000.0,12634563.0,6.2,104,96198.0,1.85
Scooby-Doo 2: Monsters Unleashed (2004),181466833.0,80000000.0,29438331.0,5.0,93,46031.0,1.85
Hellboy (2004),99414250.0,66000000.0,23172440.0,6.8,122,298807.0,1.85
Home on the Range (2004),103951461.0,110000000.0,13880771.0,5.3,76,18908.0,1.66
The Prince and Me (2004),37666766.0,22000000.0,9406378.0,5.9,111,36442.0,1.85
The Alamo (2004),25819961.0,107000000.0,9124701.0,6.0,137,19087.0,2.35
Ella Enchanted (2004),27388767.0,35000000.0,6169030.0,6.3,96,59291.0,1.85
Kill Bill: Vol. 2 (2004),152159461.0,30000000.0,25104949.0,8.0,137,650821.0,2.39
13 Going on 30 (2004),39223950.0,37000000.0,21054238.0,6.2,98,157420.0,1.85
Man on Fire (2004),130293714.0,70000000.0,22751490.0,7.7,146,317595.0,2.35
Mean Girls (2004),129042871.0,17000000.0,24432195.0,7.0,97,315277.0,1.85
Troy (2004),497409852.0,175000000.0,46865412.0,7.2,163,469270.0,1.33
*batteries not included (1987),65088797.0,25000000.0,3326530.0,6.7,106,29946.0,1.85
Night of the Living Dead (1990),226705.0,4200000.0,2884679.0,6.9,92,37227.0,1.85
Purple Rain (1984),80000000.0,7200000.0,7766201.0,6.6,111,18504.0,1.85
Shrek 2 (2004),919838758.0,150000000.0,108037878.0,7.2,93,400704.0,1.85
The Day After Tomorrow (2004),544272402.0,125000000.0,85807341.0,6.4,124,400649.0,2.39
Saved! (2004),10156933.0,5000000.0,459386.0,6.7,92,43745.0,1.85
The Chronicles of Riddick (2004),115772733.0,105000000.0,24289165.0,6.7,119,209090.0,2.35
Garfield (2004),200804534.0,35000000.0,21727611.0,5.0,80,75641.0,1.85
The Stepford Wives (2004),102001626.0,90000000.0,21406781.0,5.3,93,58337.0,1.85
Napoleon Dynamite (2004),46118097.0,400000.0,116666.0,6.9,96,190953.0,1.85
Around the World in 80 Days (2004),48170758.0,110000000.0,7576132.0,5.9,120,81384.0,2.39
Dodgeball: A True Underdog Story (2004),167722310.0,20000000.0,30070196.0,6.7,92,220960.0,2.39
The Terminal (2004),140813273.0,60000000.0,19053199.0,7.3,128,384144.0,1.85
White Chicks (2004),113086475.0,37000000.0,19676748.0,5.6,109,124233.0,1.85
The Notebook (2004),116072707.0,29000000.0,13464745.0,7.8,123,494738.0,2.35
Fahrenheit 9/11 (2004),103251549.0,6000000.0,23920637.0,7.5,122,124210.0,1.85
Spider-Man 2 (2004),783766341.0,200000000.0,115817364.0,7.3,127,521171.0,2.39
Before Sunset (2004),15992615.0,2700000.0,311194.0,8.0,80,219826.0,1.85
King Arthur (2004),203567857.0,120000000.0,15193907.0,6.3,126,155580.0,2.39
Anchorman: The Legend of Ron Burgundy (2004),90574188.0,26000000.0,28416365.0,7.2,94,318440.0,1.85
A Cinderella Story (2004),70164105.0,20000000.0,13623350.0,5.9,95,77740.0,1.85
"I, Robot (2004)",146700000.0,120000000.0,52179887.0,7.1,115,481691.0,1.78
The Bourne Supremacy (2004),288500217.0,75000000.0,52521865.0,7.7,108,419260.0,2.39
Catwoman (2004),82102379.0,100000000.0,16728411.0,3.4,104,106528.0,2.35
A Home at the End of the World (2004),1548955.0,6500000.0,64728.0,6.7,97,12982.0,2.35
The Manchurian Candidate (2004),96105964.0,80000000.0,20018620.0,6.6,129,99731.0,1.85
The Village (2004),256697520.0,60000000.0,50746142.0,6.5,108,234745.0,1.85
Garden State (2004),35825316.0,2500000.0,201115.0,7.4,102,203570.0,2.35
Collateral (2004),217764291.0,65000000.0,24701458.0,7.5,120,345213.0,2.35
The Princess Diaries 2: Royal Engagement (2004),134734481.0,40000000.0,22956453.0,5.8,113,70590.0,1.85
Alien vs. Predator (2004),172544654.0,60000000.0,38291056.0,5.6,101,178774.0,2.35
Without a Paddle (2004),71274967.0,19000000.0,13528946.0,5.9,95,43013.0,2.35
Exorcist: The Beginning (2004),36178600.0,50000000.0,18054001.0,5.1,114,32447.0,2.00
Anacondas: The Hunt for the Blood Orchid (2004),38753975.0,25000000.0,12812287.0,4.7,97,27580.0,2.35
Vanity Fair (2004),3111020.0,23000000.0,6268925.0,6.2,141,20378.0,2.35
Cellular (2004),56422687.0,25000000.0,10100571.0,6.5,94,90014.0,2.35
Sky Captain and the World of Tomorrow (2004),57958696.0,70000000.0,15580278.0,6.0,106,80137.0,1.85
The Forgotten (2004),117592831.0,42000000.0,21022111.0,5.8,91,62673.0,1.85
Shark Tale (2004),367275019.0,75000000.0,47604606.0,6.0,90,160342.0,1.85
Ladder 49 (2004),102332848.0,55000000.0,22088204.0,6.5,115,53766.0,1.85
Taxi (2004),68895435.0,25000000.0,12029832.0,4.5,97,38914.0,2.35
Shall We Dance (2004),170128460.0,50000000.0,11783467.0,6.1,106,41899.0,1.85
Surviving Christmas (2004),15120800.0,45000000.0,4441356.0,5.4,91,21697.0,1.85
The Grudge (2004),187281115.0,10000000.0,39128715.0,5.9,91,135469.0,1.85
Sideways (2004),109706931.0,12000000.0,207042.0,7.5,127,173935.0,1.85
Saw (2004),103911669.0,1200000.0,650051.0,7.6,103,364783.0,1.85
Ray (2004),124731534.0,40000000.0,20039730.0,7.7,152,132633.0,1.85
The Incredibles (2004),631442092.0,92000000.0,70467623.0,8.0,115,629529.0,1.33
The Polar Express (2004),307514317.0,165000000.0,40428.0,6.6,100,164577.0,1.78
After the Sunset (2004),33016564.0,58000000.0,11100392.0,6.3,97,43404.0,2.35
Finding Neverland (2004),116766556.0,25000000.0,220524.0,7.7,106,194106.0,2.39
National Treasure (2004),347451894.0,100000000.0,35142554.0,6.8,131,293685.0,2.39
The SpongeBob SquarePants Movie (2004),140161792.0,30000000.0,32018216.0,7.0,87,74779.0,1.37
Alexander (2004),167294772.0,155000000.0,13687087.0,5.6,175,158212.0,2.39
Christmas with the Kranks (2004),96572480.0,60000000.0,21570867.0,5.4,99,40433.0,2.39
Closer (2004),115505027.0,27000000.0,7707972.0,7.2,104,196064.0,1.85
Ocean's Twelve (2004),362744280.0,110000000.0,39153380.0,6.5,125,343208.0,2.39
Blade: Trinity (2004),128905366.0,65000000.0,16061271.0,5.9,113,160796.0,2.39
,15428181.0,9000000.0,1020958.0,6.8,107,9796.0,1.85
Choose Me (1984),2602206.0,700000.0,56231.0,6.8,106,2488.0,1.85
Mishima: A Life in Four Chapters (1985),518842.0,5000000.0,10378.0,8.0,120,7977.0,1.85
Killer Klowns from Outer Space (1988),43625095.0,2000000.0,2657329.0,6.2,88,30765.0,1.85
Darkness (2002),12241855.0,10600000.0,6163306.0,5.5,88,18379.0,2.35
Open Water (2003),54667954.0,120000.0,1100943.0,5.7,79,49486.0,1.85
The Ring Two (2005),161451538.0,50000000.0,35065237.0,5.4,110,88798.0,1.85
A Scanner Darkly (2006),7659918.0,8700000.0,391672.0,7.1,100,103454.0,1.85
Million Dollar Baby (2004),216763646.0,30000000.0,179953.0,8.1,132,608361.0,2.39
The Life Aquatic with Steve Zissou (2004),10788000.0,50000000.0,113085.0,7.3,119,172093.0,2.35
Meet the Fockers (2004),516642939.0,80000000.0,46120980.0,6.3,115,244585.0,1.85
The Merchant of Venice (2004),32000000.0,18000000.0,69868.0,7.0,131,33909.0,2.35
Racing Stripes (2005),90754475.0,30000000.0,18862432.0,5.2,102,15318.0,1.85
Coach Carter (2005),76669806.0,30000000.0,29168180.0,7.3,136,118699.0,2.35
Are We There Yet? (2005),97918663.0,32000000.0,18575214.0,4.7,95,28071.0,1.85
Boogeyman (2005),67192859.0,20000000.0,19020655.0,4.2,89,29057.0,1.85
The Wedding Date (2005),47175038.0,15000000.0,11129580.0,6.2,90,46638.0,1.85
Hitch (2005),368100420.0,70000000.0,43142214.0,6.6,118,286778.0,2.39
Pooh's Heffalump Movie (2005),55686944.0,20000000.0,5805559.0,6.4,68,6017.0,1.78
Constantine (2005),230884728.0,100000000.0,29769098.0,7.0,121,291135.0,2.40
Son of the Mask (2005),57552641.0,84000000.0,7511675.0,2.2,94,50620.0,1.85
Man of the House (2005),21577624.0,40000000.0,8917251.0,5.4,100,22199.0,2.35
Diary of a Mad Black Woman (2005),50652203.0,5500000.0,21905089.0,5.7,116,13233.0,1.85
Be Cool (2005),95226116.0,53000000.0,23450212.0,5.6,118,65922.0,2.35
Hostage (2005),77944725.0,52000000.0,10214734.0,6.6,113,104356.0,2.35
Robots (2005),260718330.0,75000000.0,36045301.0,6.3,91,127304.0,1.85
Miss Congeniality 2: Armed & Fabulous (2005),101393569.0,45000000.0,14043215.0,5.1,115,66792.0,2.35
Guess Who (2005),103075949.0,35000000.0,20671446.0,5.9,105,39008.0,1.85
Sin City (2005),158753820.0,40000000.0,29120273.0,8.0,124,726940.0,1.85
The Amityville Horror (2005),42813762.0,19000000.0,23507007.0,6.0,90,102041.0,2.35
xXx: State of the Union (2005),71022693.0,60000000.0,12712272.0,4.4,101,65524.0,2.39
Crash (2004),98410061.0,6500000.0,342709.0,7.8,112,409356.0,2.35
Star Wars: Episode III - Revenge of the Sith (2005),848754768.0,113000000.0,108435841.0,7.5,140,677869.0,2.39
Monster-in-Law (2005),154749918.0,60000000.0,23105133.0,5.5,101,54328.0,2.35
Madagascar (2005),532680671.0,75000000.0,61012130.0,6.9,86,348839.0,1.85
The Longest Yard (2005),190320568.0,82000000.0,58613245.0,6.4,113,156116.0,2.39
Cinderella Man (2005),108539911.0,88000000.0,18320205.0,8.0,144,170610.0,2.35
The Sisterhood of the Traveling Pants (2005),42013878.0,25000000.0,9833340.0,6.5,119,52221.0,2.35
Mr. & Mrs. Smith (2005),478207520.0,120000000.0,50342878.0,6.5,120,433401.0,2.39
The Adventures of Sharkboy and Lavagirl 3-D (2005),71992655.0,50000000.0,12582088.0,3.5,93,29420.0,1.85
Batman Begins (2005),374218673.0,150000000.0,48745440.0,8.2,140,1248142.0,2.39
Herbie Fully Loaded (2005),144146816.0,50000000.0,12709221.0,4.8,101,43511.0,1.85
Bewitched (2005),131426169.0,85000000.0,20131130.0,4.8,102,66994.0,1.85
War of the Worlds (2005),591745540.0,132000000.0,77061953.0,6.5,116,400858.0,1.85
Dark Water (2005),49483352.0,30000000.0,9939251.0,5.6,105,58363.0,2.35
Fantastic Four (2005),330120875.0,100000000.0,56061504.0,5.7,106,303869.0,2.35
Wedding Crashers (2005),285176741.0,40000000.0,33900720.0,6.9,119,322616.0,2.35
The Island (2005),162949164.0,126000000.0,12409070.0,6.8,136,293783.0,2.39
Bad News Bears (2005),34252847.0,30000000.0,11382472.0,5.8,113,19775.0,1.85
The Devil's Rejects (2005),2345048.0,7000000.0,7067335.0,6.8,107,89940.0,1.85
Sky High (2005),86369815.0,35000000.0,14631784.0,6.2,100,75230.0,1.78
Stealth (2005),76932872.0,135000000.0,13251545.0,5.1,121,50519.0,2.35
Serenity (2005),38869464.0,40000000.0,10086680.0,7.8,119,276432.0,2.35
The Dukes of Hazzard (2005),111069515.0,50000000.0,30675314.0,5.1,104,73951.0,2.35
Junebug (2005),3399228.0,1000000.0,74739.0,6.9,106,21699.0,1.85
Four Brothers (2005),92374674.0,45000000.0,21176925.0,6.8,109,128973.0,2.39
The Great Raid (2005),10769311.0,80000000.0,3376009.0,6.7,132,20805.0,2.35
The 40-Year-Old Virgin (2005),177378645.0,26000000.0,21422815.0,7.1,116,378042.0,1.85
Red Eye (2005),37685971.0,26000000.0,16167662.0,6.4,85,108731.0,2.35
The Brothers Grimm (2005),105316267.0,88000000.0,15092079.0,5.9,118,113280.0,1.85
The Cave (2005),18288466.0,30000000.0,6147294.0,5.1,97,34044.0,2.35
Just Like Heaven (2005),102854431.0,58000000.0,16408718.0,6.7,95,96014.0,1.85
Lord of War (2005),72617068.0,50000000.0,9390144.0,7.6,122,285260.0,2.35
Cry Wolf (2005),15585495.0,1000000.0,4428209.0,5.8,90,25435.0,2.35
The Exorcism of Emily Rose (2005),144216468.0,20000000.0,30054300.0,6.7,119,114608.0,2.35
Flightplan (2005),133680000.0,55000000.0,24629938.0,6.3,98,147643.0,2.39
Corpse Bride (2005),117195061.0,40000000.0,385078.0,7.3,77,231980.0,1.85
Into the Blue (2005),44434439.0,50000000.0,7057854.0,5.8,110,71678.0,2.39
Kiss Kiss Bang Bang (2005),11325713.0,15000000.0,180660.0,7.5,103,207779.0,2.35
Brokeback Mountain (2005),178062759.0,14000000.0,547425.0,7.7,134,310344.0,1.85
Elizabethtown (2005),13500000.0,57000000.0,10618711.0,6.4,123,65701.0,1.85
The Legend of Zorro (2005),142400065.0,75000000.0,16328506.0,5.9,129,89321.0,2.35
The Weather Man (2005),19039770.0,22000000.0,4248465.0,6.5,102,75940.0,1.85
Saw II (2005),147748505.0,4000000.0,31725652.0,6.6,93,224875.0,1.85
Jarhead (2005),96889998.0,72000000.0,27726210.0,7.0,125,168261.0,2.35
Syriana (2005),93974620.0,50000000.0,11737143.0,6.9,128,122975.0,2.35
Derailed (2005),57479076.0,22000000.0,12211986.0,6.6,108,69332.0,2.35
Walk the Line (2005),186438883.0,28000000.0,22347341.0,7.8,136,224686.0,2.39
Rent (2005),31670620.0,40000000.0,10016021.0,6.9,135,47551.0,2.39
Zathura: A Space Adventure (2005),64321501.0,65000000.0,13427872.0,6.2,101,88170.0,1.85
Bee Season (2005),4432349.0,14000000.0,120544.0,5.5,104,6492.0,2.35
"Yours, Mine & Ours (2005)",72028752.0,45000000.0,17461108.0,5.5,88,25784.0,1.33
Memoirs of a Geisha (2005),162242962.0,85000000.0,682504.0,7.4,145,134437.0,2.39
The Family Stone (2005),92283851.0,17000000.0,12521027.0,6.3,103,58461.0,1.85
Transamerica (2005),15151744.0,1000000.0,1452303.0,7.4,103,39589.0,1.85
Rumor Has It... (2005),88933562.0,70000000.0,7515000.0,5.5,97,51115.0,1.85
Cheaper by the Dozen 2 (2005),129181830.0,60000000.0,15340679.0,5.5,94,52354.0,2.39
Fun with Dick and Jane (2005),202026112.0,100000000.0,21530160.0,6.1,90,129136.0,2.39
The New World (2005),30536013.0,30000000.0,57000.0,6.7,135,80554.0,2.35
Hostel (2005),80578934.0,4800000.0,19556099.0,5.9,94,163811.0,2.39
Hoodwinked! (2005),110013167.0,17500000.0,16879402.0,6.4,80,54428.0,1.85
Underworld: Evolution (2006),111340801.0,50000000.0,26857181.0,6.7,106,184458.0,2.35
Annapolis (2006),17496992.0,26000000.0,7681171.0,5.9,108,19906.0,1.85
Big Momma's House 2 (2006),138259062.0,40000000.0,27736056.0,4.7,99,39171.0,1.85
Nanny McPhee (2005),122489822.0,25000000.0,14503650.0,6.5,97,64572.0,1.85
Final Destination 3 (2006),117719158.0,25000000.0,19173094.0,5.8,93,125437.0,2.39
The Pink Panther (2006),158851357.0,65000000.0,20220412.0,5.7,93,78512.0,1.85
Curious George (2006),71052604.0,50000000.0,14703405.0,6.5,87,14891.0,1.85
Firewall (2006),82751189.0,50000000.0,13635463.0,5.8,105,54753.0,2.35
When a Stranger Calls (2006),19106773.0,15000000.0,21607203.0,5.1,87,41510.0,2.35
Eight Below (2006),120455994.0,40000000.0,24968601.0,7.3,120,58594.0,2.35
Date Movie (2006),84795656.0,20000000.0,21812384.0,2.8,83,55893.0,1.85
Madea's Family Reunion (2006),63308879.0,6000000.0,30030661.0,5.2,107,10320.0,1.85
Ultraviolet (2006),12534399.0,30000000.0,9064880.0,4.4,88,77879.0,1.85
16 Blocks (2006),65664721.0,52000000.0,11855260.0,6.6,102,123941.0,2.35
Failure to Launch (2006),128406887.0,50000000.0,24411322.0,5.6,97,69826.0,2.35
Ice Age: The Meltdown (2006),660940780.0,80000000.0,68033544.0,6.8,91,245299.0,1.85
V for Vendetta (2005),132511035.0,54000000.0,25642640.0,8.2,132,986326.0,2.35
She's the Man (2006),57194667.0,20000000.0,10730372.0,6.3,105,141145.0,1.85
Inside Man (2006),184376254.0,45000000.0,28954945.0,7.6,129,323551.0,2.35
The Hills Have Eyes (2006),70355813.0,15000000.0,15708512.0,6.4,107,153430.0,2.35
The Shaggy Dog (2006),87134280.0,50000000.0,16310058.0,4.4,98,17675.0,1.78
Take the Lead (2006),65742529.0,30000000.0,12051277.0,6.6,118,24219.0,1.85
Stay Alive (2006),27105095.0,7000000.0,10726406.0,5.1,85,29282.0,2.35
Scary Movie 4 (2006),178262620.0,45000000.0,40222875.0,5.1,83,110029.0,1.85
The Sentinel (2006),78084827.0,60000000.0,14367854.0,6.1,108,46727.0,2.35
American Dreamz (2006),7369157.0,17000000.0,3667420.0,5.4,107,23932.0,1.85
Mission: Impossible III (2006),397850012.0,150000000.0,47743273.0,6.9,126,317320.0,2.35
United 93 (2006),77635035.0,15000000.0,11478360.0,7.5,111,95275.0,2.39
Over the Hedge (2006),336002996.0,80000000.0,38457003.0,6.7,83,153115.0,1.85
Poseidon (2006),181674817.0,160000000.0,22155410.0,5.6,98,94856.0,2.35
The Da Vinci Code (2006),758239851.0,125000000.0,77073388.0,6.6,149,385188.0,2.39
The Break-Up (2006),204999686.0,52000000.0,39172785.0,5.8,106,120945.0,1.85
Peaceful Warrior (2006),222340.0,10000000.0,80602.0,7.3,120,25656.0,2.35
Cars (2006),461981126.0,120000000.0,60119509.0,7.1,117,347860.0,1.37
The Omen (2006),119498909.0,25000000.0,16026496.0,5.5,110,54886.0,1.85
Nacho Libre (2006),99255460.0,32000000.0,28309599.0,5.7,92,78410.0,1.85
The Lake House (2006),114830111.0,40000000.0,13616196.0,6.8,99,134307.0,2.35
Click (2006),237681299.0,70000000.0,40011365.0,6.4,107,293773.0,1.85
The Devil Wears Prada (2006),326551094.0,35000000.0,27537244.0,6.9,109,353545.0,2.35
Pirates of the Caribbean: Dead Man's Chest (2006),1066179725.0,225000000.0,135634554.0,7.3,151,632371.0,2.39
"You, Me and Dupree (2006)",130431368.0,54000000.0,21525560.0,5.6,110,76427.0,1.85
Lady in the Water (2006),72785169.0,70000000.0,18044396.0,5.5,110,92708.0,1.85
My Super Ex-Girlfriend (2006),60896147.0,30000000.0,8603460.0,5.1,96,60293.0,2.35
Marie Antoinette (2006),60862471.0,40000000.0,5361050.0,6.4,123,96136.0,1.85
Who Killed the Electric Car? (2006),1222746.0,1000000.0,45138.0,7.6,92,11982.0,1.75
The Fast and the Furious: Tokyo Drift (2006),158468292.0,85000000.0,23973840.0,6.0,104,229459.0,2.39
Superman Returns (2006),391081192.0,209000000.0,52535096.0,6.0,154,265353.0,2.35
Little Miss Sunshine (2006),100523181.0,8000000.0,370782.0,7.8,101,422968.0,2.35
Little Man (2006),101595121.0,64000000.0,21613176.0,4.4,98,48315.0,1.85
Monster House (2006),66513996.0,75000000.0,22217226.0,6.6,91,94544.0,1.78
Snakes on a Plane (2006),62022014.0,33000000.0,15206301.0,5.4,105,128639.0,2.39
Talladega Nights: The Ballad of Ricky Bobby (2006),162966177.0,72500000.0,47042215.0,6.6,108,160621.0,2.39
Night at the Museum (2006),574480841.0,110000000.0,42212651.0,6.4,108,299692.0,1.85
World Trade Center (2006),162970240.0,63000000.0,18730762.0,5.9,129,75723.0,1.85
Miami Vice (2006),100327090.0,135000000.0,25723815.0,6.0,132,106289.0,2.35
The Pursuit of Happyness (2006),307077295.0,55000000.0,26541709.0,8.0,117,423725.0,2.35
John Tucker Must Die (2006),68824526.0,18000000.0,14276534.0,5.8,89,77268.0,1.85
The Ant Bully (2006),55181129.0,50000000.0,8432465.0,5.8,88,35675.0,1.44
Barnyard (2006),118583844.0,51000000.0,15820864.0,5.5,90,26294.0,1.85
Step Up (2006),114194847.0,12000000.0,20659573.0,6.5,104,107266.0,2.39
Accepted (2006),38505009.0,23000000.0,10023835.0,6.4,93,119139.0,2.35
The Illusionist (2006),87892388.0,16000000.0,927956.0,7.6,110,344981.0,1.85
Beerfest (2006),20387597.0,17500000.0,7031228.0,6.3,110,62381.0,2.35
The Covenant (2006),32347239.0,20000000.0,8852485.0,5.3,97,45475.0,2.35
Sherrybaby (2006),622806.0,2000000.0,34774.0,6.6,96,11252.0,1.85
Apocalypto (2006),120654337.0,40000000.0,15005604.0,7.8,139,278637.0,1.85
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006),261572744.0,18000000.0,26455463.0,7.3,84,341247.0,1.85
The Guardian (2006),94973540.0,70000000.0,18006064.0,6.9,139,85085.0,1.85
Open Season (2006),197309027.0,85000000.0,23624548.0,6.1,86,82575.0,1.85
The Departed (2006),289847354.0,90000000.0,26887467.0,8.5,151,1128051.0,2.39
The Texas Chainsaw Massacre: The Beginning (2006),51764406.0,16000000.0,18508228.0,5.8,91,65888.0,1.85
The Grudge 2 (2006),70711175.0,20000000.0,20825300.0,5.0,102,45862.0,1.85
One Night with the King (2006),13538582.0,20000000.0,4106862.0,6.2,123,6547.0,2.35
Little Children (2006),14821658.0,26000000.0,97953.0,7.5,136,102474.0,2.35
Shortbus (2006),3108568.0,2000000.0,107907.0,6.4,101,31130.0,1.78
Children of Men (2006),69959751.0,76000000.0,179268.0,7.9,109,443878.0,1.85
The Prestige (2006),109676311.0,40000000.0,14801808.0,8.5,130,1119206.0,2.39
Flags of Our Fathers (2006),65900249.0,90000000.0,10245190.0,7.1,135,114002.0,2.39
Saw III (2006),84635551.0,10000000.0,33610391.0,6.2,108,171973.0,1.85
The Santa Clause 3: The Escape Clause (2006),110768122.0,12000000.0,19504038.0,4.7,97,31112.0,1.85
The Return (2006),11987890.0,15000000.0,4479621.0,4.7,85,11306.0,2.35
